Age,Gender,Education,Monthly Income,Occupation,Country,City,Marital Status,Has Children,Children Use Learning Apps,Device,Internet Quality,Hours Online,Time of Day,Learning Mode,App Comfort Level,Ad Channel,Ad Click Frequency,Ad Format,Ad Message Clarity,Ad Design Appeal,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Free Trial Willingness,Courses Taken Last Year,Signed Up,Sign-up Reason,Paid Subscription,Payment Preference,Willingness to Spend,Non-Subscription Reasons,Satisfaction Level,Would Recommend,Features Used Most,Other Apps Used,Desired Improvement
55+,Female,High School,1000-2000,Working Professional,Fiji,South Jennifer,Single,Yes,Not applicable,Laptop/PC,Average,2-4,Evening,Group sessions,5,WhatsApp,Often,Text,Yes,Appealing,"Exam preparation, Skill development, Career growth, Other, Certification, Peer recommendation","Improve current job skills, Earn certifications, Get a new job, Pass exams","Business, Languages, Arts, Technology, Humanities, Science","Quizzes, Peer interaction, Recorded videos, Gamification","Tutor quality, Flexibility, Certification, Customer support, Content quality","Technical issues, Boring content, Distractions, Lack of motivation, Lack of support",3,3-5,Yes,Peer pressure,Yes,Annual subscription,>100,,4,No,"Downloadable resources, Progress tracking, Other, Live sessions, Community forums, Discussion boards","Udemy, Skillshare, Other, None, Coursera, edX",More live sessions
55+,Male,Postgraduate,1000-2000,Working Professional,Chile,Richardberg,Married,No,Not applicable,Smartphone,Good,<1,Afternoon,Blended,2,LinkedIn,Sometimes,Influencer post,Somewhat,Very appealing,"Certification, Skill development, Exam preparation, Other","Other, Get a new job, Start a business, Pass exams, Networking","Other, Exam prep, Science, Humanities","Gamification, Certificates, Peer interaction, Offline access, Personalized content","Tutor quality, Other, App design, Flexibility","Other, Technical issues, Boring content, Distractions",4,3-5,Yes,Trust in brand,Yes,Monthly subscription,10-20,,5,Yes,"Live sessions, Leaderboards, Other, Discussion boards","Khan Academy, Unacademy, Udemy, Byju’s, Coursera, Skillshare",More live sessions
35-44,Female,Undergraduate,500-1000,Student,Saint Pierre and Miquelon,East Lindaport,Divorced,Yes,No,Smartphone,Good,2-4,Evening,Live classes,5,YouTube,Sometimes,Influencer post,Yes,Neutral,"Exam preparation, Peer recommendation, Certification, Skill development, Other, Hobby learning","Switch careers, Earn certifications, Improve current job skills, Pass exams","Other, Business, Exam prep, Arts, Languages","Personalized content, Peer interaction, Live classes, Other, Offline access, Certificates","Certification, Price, App design, Customer support, Other, Peer reviews","Distractions, Technical issues, Poor internet, Lack of motivation, Lack of support, Time management",3,1-2,Yes,Trust in brand,No,Monthly subscription,10-20,"Price, No payment method, Complicated signup, Prefer free content, Privacy concerns, Lack of reviews",2,Yes,"Discussion boards, Downloadable resources, Other, Live sessions","None, Coursera, edX, Other, Unacademy",More courses
18-24,Male,Undergraduate,500-1000,Working Professional,Sweden,South Jamie,Single,No,Not applicable,Smartphone,Good,>6,Afternoon,One-on-one,4,Instagram,Rarely,Text,Yes,Neutral,"Academic help, Peer recommendation, Skill development, Career growth, Parental suggestion, Exam preparation","Personal enrichment, Switch careers, Earn certifications, Networking, Other, Improve current job skills","Humanities, Business, Other, Technology, Exam prep, Science","Personalized content, Quizzes, Gamification, Certificates, Recorded videos, Offline access","Certification, App design, Content quality, Flexibility, Tutor quality, Price","Technical issues, Cost, Lack of motivation, Lack of support",5,>10,Yes,Peer pressure,No,Monthly subscription,<10,"Complicated signup, Prefer free content, No payment method, Price",4,No,"Other, Progress tracking, Quizzes, Discussion boards, Leaderboards, Live sessions","Khan Academy, Unacademy, Udemy, Byju’s, None, Skillshare",More courses
35-44,Female,Undergraduate,1000-2000,Working Professional,Lithuania,Port Scott,Single,Yes,Not applicable,Smartphone,Good,>6,Early morning,Self-paced,2,WhatsApp,Sometimes,Video,Somewhat,Neutral,"Hobby learning, Skill development, Parental suggestion, Academic help","Earn certifications, Networking, Personal enrichment, Improve current job skills, Other, Get a new job","Business, Languages, Humanities, Other, Arts","Recorded videos, Quizzes, Offline access, Certificates, Other","Content quality, Certification, Price, Flexibility, Tutor quality, App design","Distractions, Lack of support, Cost, Time management, Boring content, Technical issues",3,1-2,No,Unclear benefits,No,Free only,<10,"Price, Complicated signup, Not enough content, Prefer free content",4,Yes,"Leaderboards, Quizzes, Discussion boards, Notes/highlighting","Udemy, edX, None, Khan Academy",Better support
45-54,Female,Postgraduate,500-1000,Student,Bahrain,Stephanieborough,Married,Yes,Not applicable,Smartphone,Excellent,4-6,Early morning,Self-paced,5,Instagram,Sometimes,Influencer post,Yes,Neutral,"Skill development, Academic help, Career growth, Other, Hobby learning","Other, Networking, Pass exams, Earn certifications","Languages, Business, Arts, Exam prep, Science","Recorded videos, Gamification, Other, Live classes, Offline access","Content quality, Flexibility, Other, Certification, Customer support","Lack of motivation, Time management, Distractions, Poor internet, Cost, Lack of support",5,1-2,No,Value for money,No,Free only,<10,"Prefer free content, Complicated signup, Price, Other, Not enough content, Lack of reviews",3,No,"Leaderboards, Live sessions, Notes/highlighting, Progress tracking, Discussion boards, Downloadable resources","edX, Khan Academy, Unacademy, Coursera, Udemy, Byju’s",More courses
35-44,Male,Undergraduate,1000-2000,Student,Uzbekistan,Hamiltonmouth,Single,Yes,Not applicable,Smartphone,Good,2-4,Evening,Blended,5,YouTube,Rarely,Text,Yes,Neutral,"Exam preparation, Certification, Career growth, Hobby learning, Peer recommendation","Get a new job, Switch careers, Networking, Earn certifications, Personal enrichment","Arts, Exam prep, Other, Languages, Technology","Gamification, Quizzes, Recorded videos, Personalized content, Other, Certificates","Peer reviews, Customer support, App design, Flexibility","Technical issues, Boring content, Poor internet, Time management",3,>10,No,Parental advice,No,Free only,>100,"Other, Not enough content, Price, Privacy concerns, No payment method",3,Yes,"Live sessions, Downloadable resources, Notes/highlighting, Leaderboards, Other","Other, Skillshare, None, Udemy, Khan Academy, Byju’s",More affordable
25-34,Male,Undergraduate,1000-2000,Homemaker,Luxembourg,Jeffreyport,Married,No,Not applicable,Smartphone,Good,>6,Afternoon,Self-paced,5,Facebook,Never,Video,Yes,Neutral,"Peer recommendation, Hobby learning, Parental suggestion, Career growth, Skill development","Personal enrichment, Start a business, Networking, Pass exams, Earn certifications, Improve current job skills","Arts, Languages, Other, Exam prep","Peer interaction, Recorded videos, Certificates, Live classes, Other, Gamification","App design, Flexibility, Other, Customer support, Tutor quality","Poor internet, Lack of motivation, Time management, Distractions, Other, Technical issues",5,3-5,Yes,Interesting content,No,Annual subscription,<10,"Other, Price, Lack of reviews, Not enough content",4,Yes,"Quizzes, Downloadable resources, Live sessions, Leaderboards, Progress tracking","edX, Coursera, Khan Academy, Other, Unacademy",More courses
25-34,Prefer not to say,Postgraduate,500-1000,Student,Slovenia,Markfurt,Single,No,Not applicable,Smartphone,Excellent,1-2,Night,One-on-one,5,LinkedIn,Never,Video,Yes,Appealing,"Certification, Exam preparation, Academic help, Hobby learning, Career growth","Networking, Start a business, Get a new job, Personal enrichment, Improve current job skills, Pass exams","Humanities, Languages, Science, Business","Quizzes, Peer interaction, Certificates, Other, Gamification","Flexibility, App design, Price, Other, Peer reviews, Certification","Time management, Other, Lack of motivation, Technical issues",1,3-5,No,Unclear benefits,No,Annual subscription,>100,"Lack of reviews, Prefer free content, Price, Privacy concerns",1,No,"Progress tracking, Community forums, Quizzes, Other, Downloadable resources","Other, Coursera, Skillshare, edX, Byju’s, Udemy",More live sessions
25-34,Female,Undergraduate,500-1000,Working Professional,Falkland Islands (Malvinas),Edwardschester,Married,No,Not applicable,Laptop/PC,Poor,2-4,Evening,Live classes,4,YouTube,Sometimes,Video,Somewhat,Appealing,"Certification, Career growth, Other, Peer recommendation, Hobby learning, Parental suggestion","Improve current job skills, Start a business, Pass exams, Switch careers","Other, Technology, Exam prep, Humanities, Science, Arts","Offline access, Certificates, Personalized content, Peer interaction, Recorded videos","App design, Content quality, Price, Flexibility, Peer reviews","Distractions, Technical issues, Poor internet, Lack of support",5,1-2,No,Interesting content,No,Free only,<10,"Lack of reviews, Prefer free content, Price, No payment method, Not enough content, Other",3,Yes,"Live sessions, Discussion boards, Progress tracking, Quizzes","None, Khan Academy, Coursera, Other, Udemy, Byju’s",Improved interaction
18-24,Female,Postgraduate,<500,Student,Heard Island and McDonald Islands,Emilyberg,Married,Yes,Yes,Smartphone,Good,1-2,Evening,Self-paced,5,Instagram,Often,Pop-up,Somewhat,Neutral,"Skill development, Career growth, Certification, Academic help, Exam preparation","Improve current job skills, Switch careers, Get a new job, Earn certifications, Personal enrichment, Pass exams","Other, Arts, Science, Humanities, Business, Technology","Peer interaction, Other, Gamification, Live classes, Personalized content","Peer reviews, App design, Customer support, Other, Flexibility, Certification","Boring content, Time management, Cost, Other",3,0,Yes,Value for money,No,Pay per course,20-50,"Complicated signup, Privacy concerns, Not enough content, Prefer free content",2,No,"Downloadable resources, Notes/highlighting, Quizzes, Progress tracking","None, Udemy, Unacademy, Coursera",Improved interaction
18-24,Male,Postgraduate,500-1000,Homemaker,Heard Island and McDonald Islands,Port Joseph,Single,No,Not applicable,Laptop/PC,Average,2-4,Evening,Self-paced,3,WhatsApp,Sometimes,Text,Yes,Appealing,"Parental suggestion, Other, Academic help, Hobby learning, Peer recommendation, Exam preparation, Skill development, Career growth, Certification","Personal enrichment, Switch careers, Start a business, Earn certifications, Pass exams, Get a new job","Arts, Other, Science, Exam prep, Languages","Gamification, Live classes, Personalized content, Other","App design, Customer support, Price, Certification","Poor internet, Boring content, Distractions, Lack of support",5,6-10,Yes,Value for money,No,Pay per course,20-50,"Not enough content, Prefer free content, No payment method, Price, Lack of reviews",5,Yes,"Live sessions, Progress tracking, Other, Community forums, Notes/highlighting, Quizzes","Udemy, Byju’s, Other, Unacademy, None, Coursera",Better support
35-44,Male,High School,1000-2000,Working Professional,Cameroon,Port Sharon,Married,No,Not applicable,Smartphone,Good,1-2,Afternoon,One-on-one,3,Facebook,Sometimes,Influencer post,Yes,Appealing,"Skill development, Peer recommendation, Other, Exam preparation","Switch careers, Other, Start a business, Get a new job, Pass exams","Exam prep, Business, Technology, Science, Other, Humanities","Offline access, Live classes, Peer interaction, Certificates","Content quality, Flexibility, Other, App design","Lack of motivation, Distractions, Cost, Technical issues, Lack of support, Boring content",4,>10,Yes,Value for money,No,Free only,50-100,"Not enough content, Price, Lack of reviews, No payment method",4,Yes,"Other, Discussion boards, Community forums, Leaderboards, Progress tracking","Skillshare, edX, Byju’s, None",More live sessions
<18,Male,Postgraduate,500-1000,Working Professional,Mayotte,Turnershire,Married,No,Not applicable,Tablet,Average,2-4,Early morning,Self-paced,5,LinkedIn,Never,Influencer post,No,Neutral,"Certification, Academic help, Other, Exam preparation, Hobby learning","Start a business, Personal enrichment, Improve current job skills, Pass exams, Networking","Languages, Technology, Arts, Business","Recorded videos, Certificates, Quizzes, Other, Personalized content","Peer reviews, Customer support, Certification, Tutor quality","Boring content, Poor internet, Lack of support, Other, Time management, Lack of motivation",4,0,No,Trust in brand,No,Pay per course,20-50,"Prefer free content, Price, Not enough content, Privacy concerns",5,Yes,"Notes/highlighting, Live sessions, Leaderboards, Quizzes, Progress tracking, Other","Other, Udemy, Khan Academy, edX, Skillshare",More languages
35-44,Female,Postgraduate,1000-2000,Student,Palau,Hernandezborough,Married,Yes,Not applicable,Laptop/PC,Good,2-4,Afternoon,Self-paced,5,LinkedIn,Rarely,Video,Yes,Very appealing,"Exam preparation, Academic help, Parental suggestion, Peer recommendation, Other","Earn certifications, Get a new job, Improve current job skills, Other","Business, Arts, Languages, Other, Exam prep","Live classes, Other, Certificates, Peer interaction","Other, Peer reviews, Price, Content quality, Tutor quality, Customer support","Other, Technical issues, Lack of support, Distractions, Boring content, Time management",2,0,No,Trust in brand,No,Annual subscription,<10,"Privacy concerns, Complicated signup, No payment method, Not enough content",3,Yes,"Quizzes, Discussion boards, Downloadable resources, Community forums, Notes/highlighting, Other","Skillshare, Udemy, Coursera, Other, Unacademy, edX",Improved interaction
